source,content,price,product_type,vendor
os-3d-vito,"Product Name: OS-3D Ai Vito
Description: INTELLIGENT HEALTH DETECTION INTELLIGENT VOICE CONTROL 3D + SONIC MASSAGE MECHANISM AUTOMATIC BODY SCAN 44 CELL FULL BODY AIR MASSAGE TOUCH PAD CONTROLLER 16 AUTO PROGRAMS 6 MANUAL MODES LUMBAR &amp; CALVES HEATING THERAPY SL-TRACK SPRING LOADED 7” EXTENDABLE FOOTREST const externalURL = ""https://ota-shawn.github.io/Products/Osaki/OS-3D%20Vito.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock",2999.0,Massage Chair,Osaki
os-bliss-vl,"Product Name: Osaki Bliss VL
Description: Height Adjustable Ottoman 360° Swivel SL-Track Air Compression Hip Massage Convenient Remote Controller 5 Auto Programs 5 Massage Styles const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20Bliss%20VL.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $1799.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2048.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2148.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2074.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $2323.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $2423.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $999.0 | Availability: 50 in stock
- [Standard Option] => Total Price: $1248.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $1348.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $1274.0 | Availability: 50 in stock
- [Standard Option] => Total Price: $1523.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $1623.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $999.0 | Availability: 50 in stock
- [Standard Option] => Total Price: $1248.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $1348.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $1274.0 | Availability: 50 in stock
- [Standard Option] => Total Price: $1523.95 | Availability: 50 in stock
- [Standard Option] => Total Price: $1623.95 | Availability: 50 in stock",999.0,Massage Chair,Osaki
os-f2-foot-sauna,"Product Name: OS-F2 Foot Sauna
Description: HEATING STONE THERAPY HEATS UP TO 149°F STEAMED SEAT SOFT MICROFIBER CLOTH EASY ADJUSTMENT const externalURL = ""https://ota-shawn.github.io/Products/Others/OS-F2%20Foot_Sauna.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Title: Default Title] => Total Price: $249.0 | Availability: 1000 in stock",249.0,Health Product,Osaki
os-pinnacle-le,"Product Name: OS-Pinnacle LE
Description: ZERO GRAVITY SPACE-SAVING TECHNOLOGY 2D Massage Mechanism SL Track Body Scanning 12 Auto Massage Programs 6 Manual Massage Programs 22 CELL FULL BODY AIR MASSAGE HEAT THERAPY Dual Foot Rollers 8"" Auto Extension Footrest Tablet Controler Quick Access Control Panel Hand Reflexology Massage const externalURL = ""https://ota-shawn.github.io/Products/Osaki/OS-Pinnacle%20LE.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $3999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4623.95 | Availability: 1000 in stock",3999.0,Massage Chair,Osaki
os-tao-3d,"Product Name: Osaki OS-3D Tao
Description: SL-Track 3D Massage Mechanism Enhanced Kneading Wheels Computerized Body Scan Multiple Memory Profiles 3 Stage Zero Gravity Triple action foot massager 24 Air Cell Full Body Compression Heating on Lumbar and Calves Intelligent Voice Control 15 Auto Programs &amp; 7 Massage Styles Fits up heights from 4'10 to 6'3 Space Saving Technology const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-3D%20Tao.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Part Only) - Free] => Total Price: $4999.0 | Availability: 988 in stock
- [Standard Option] => Total Price: $5248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 998 in stock
- [Standard Option] => Total Price: $5523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 980 in stock
- [Standard Option] => Total Price: $5248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 996 in stock
- [Standard Option] => Total Price: $5523.95 | Availability: 999 in stock
- [Standard Option] => Total Price: $5623.95 | Availability: 1000 in stock",4999.0,Massage Chair,Osaki
os303-eye-massager,"Product Name: OS303 Eye Massager
Description: const externalURL = ""https://ota-shawn.github.io/Products/Others/OS303%20eye%20massager.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Title: Default Title] => Total Price: $199.0 | Availability: 1000 in stock",199.0,Portable Massager,Osaki
osaki-3d-belmont,"Product Name: Osaki OS-3D Belmont
Description: 3D Massage Mechanism Computerized Body Scanning SL-Track Zero Gravity Reclining Space Saving Technology 20 Air Cell Full Body Compression Back &amp; Calf Heating 16 Auto Programs with 6 Massage Styles Extendable Footrest Roller Foot Massager Remote Controller Surround Sound Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20OS-3D%20Belmont.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor)2&3 Year(Part Only) - Free] => Total Price: $1999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2274.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $2523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2623.95 | Availability: 999 in stock
- [Standard Option] => Total Price: $1999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $1999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2623.95 | Availability: 1000 in stock",1999.0,Massage Chair,Osaki
osaki-3d-dreamer-v2,"Product Name: Osaki 3D Dreamer V2
Description: 3D Massage Mechanism SL-Track 2 Stage Zero Gravity Space Saving Technology 72 Air Cell Full Body Compression Heat Therapy 11 Auto Programs 5 Massage Styles Extendable Footrest Convenient Shortcut Panel Surround Sound Bluetooth Speakers Intuitive Remote Control const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%203D%20Dreamer%20V2.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $2199.0 | Availability: 3 in stock
- [Standard Option] => Total Price: $2448.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2548.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2474.0 | Availability: 9 in stock
- [Standard Option] => Total Price: $2723.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2823.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2199.0 | Availability: 10 in stock
- [Standard Option] => Total Price: $2448.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2548.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2474.0 | Availability: 10 in stock
- [Standard Option] => Total Price: $2723.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2823.95 | Availability: 10 in stock
- [Standard Option] => Total Price: $2799.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $3048.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $3148.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $3074.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $3323.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $3423.95 | Availability: Out of Stock",2199.0,Massage Chair,Osaki
osaki-4d-achilles,"Product Name: Osaki 4D Achilles
Description: 4D Massage Mechanism Intelligent Voice Control 360º Rotating Footrest Computerized Body Scanning SL-Track 40 Air Cell Full Body Compression 2 Stage Zero Gravity Space Saving Technology Lumbar Heat Therapy 19 Auto Programs with 6 Massage Styles Calf Kneading Surround Sound Bluetooth Speakers USB Charger &amp; Touchscreen const externalURL = ""https://RobinChoi00.github.io/Product/Achilles/Achilles.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); // HTML 로드 후 JS 삽입 const script = document.createElement(""script""); script.src = ""https://RobinChoi00.github.io/Product/Achilles/Achilles_script.js""; script.defer = true; document.body.appendChild(script); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $3499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 999 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 999 in stock
- [Standard Option] => Total Price: $3499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3874.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock",3499.0,Massage Chair,Osaki
osaki-4d-atlas-xl,"Product Name: Osaki 4D Atlas XL
Description: SL-Track Smart Body Scan System 4D Mechanism 20 Auto Programs 5 Manual Programs Footrest Extension 48-Cell Full Body Air Massage Heating Therapy Deep Calf Massage Specialized Foot Rollers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%20Atlas%20XL.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Beige / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $5999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6274.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $6523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6623.95 | Availability: 1000 in stock",5999.0,Massage Chair,Osaki
osaki-4d-bravo-duo-flex,"Product Name: Osaki 4D+3D Bravo Duo Flex
Description: Walking Technology SELF-ADAPTIVE FLEXIBLE SL-TRACK 4D DUAL MECHANISM™ MASSAGE SYSTEM COMPUTER BODY SCAN INTELLIGENT VOICE CONTROL 38-CELL FULL BODY AIR MASSAGE 22 AUTO PROGRAMS 6 MANUAL MODES Touchscreen Controller LUMBAR &amp; CALVES HEATING THERAPY 2-STAGE ZERO GRAVITY AUTOMATIC EXTENDABLE FOOTREST SPECIALIZED FOOT ROLLERS WIRELESS PHONE CHARGING REMOVABLE HEADREST BLUETOOTH SPEAKERS CONVENIENT SIDE PANELS const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Bravo%20Duo%20Flex.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Beige / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock",7999.0,Massage Chair,Osaki
osaki-4d-bravo-duo-mech,"Product Name: Osaki 4D Bravo Duo
Description: SELF-ADAPTIVE FLEXIBLE SL-TRACK 4D DUAL MECHANISM™ MASSAGE SYSTEM COMPUTER BODY SCAN INTELLIGENT VOICE CONTROL 38-CELL FULL BODY AIR MASSAGE 22 AUTO PROGRAMS 6 MANUAL MODES Touchscreen Controller LUMBAR &amp; CALVES HEATING THERAPY 2-STAGE ZERO GRAVITY AUTOMATIC EXTENDABLE FOOTREST SPECIALIZED FOOT ROLLERS WIRELESS PHONE CHARGING REMOVABLE HEADREST BLUETOOTH SPEAKERS CONVENIENT SIDE PANELS const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Bravo%20Duo%20Mech.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Beige / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $5999.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $6274.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $5999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6274.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $5999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6274.0 | Availability: 1000 in stock",5999.0,Massage Chair,Osaki
osaki-4d-maestro-le-2-0,"Product Name: Osaki 4D  Maestro LE 2.0
Description: 4D Massage Mechanism Muscle Tension Detection Intelligent Voice Control Heated Back Roller Computerized Body Scanning SL-Track 8 Auto Programs &amp; 6 Massage Styles Space Saving Technology Zero Gravity Reclining Deep Calf Kneading Convenient Shortcut Panel Touchscreen Control Surround Sound Bluetooth Speakers USB &amp; Wireless Phone Charger INTENSITY LEVEL 6 - 10 const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Osaki%204D%20%20Maestro%20LE%202.0.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock",7999.0,Massage Chair,Osaki
osaki-4d-manhattan-duo-mech,"Product Name: Osaki 4D Manhattan Duo Mech
Description: (Free Back pad &amp; Cleaning kit event) AI Series Technology 4D + 3D Dual Mechanism Technology Smart Body Scan System 16 Auto Massage Programs 7 Manual Massage Programs Intelligent AI Health Monitor Intelligent Voice Control Zero Gravity Reclining Space Saving Technology SL-track Track System Quiet Massage Technology Auto Extension Footrest 26 Cell Full Air Body Massage Thinner 7’’ Touchscreen Controller Deep Calf Kneading Foot Rollers &amp; Kneading Wireless Charger &amp; USB Port Quick Side Control Panel Bluetooth HS Surround Speakers Hand Reflexology Massage Removable Pillow LED Lighting const externalURL = ""https://ota-shawn.github.io/Products/Osaki/4D%20Manhattan%20Duo%20Mech.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 5 Year (3 Years Full Service & Additional 2 Years Parts)] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8274.0 | Availability: 1000 in stock",7999.0,Massage Chair,Osaki
osaki-4d-orion-duo-mech,"Product Name: 4D Orion Duo Mech
Description: AI Technology Smart Body Scan System 4D + 3D Dual Mechanism Technology 16 Auto Massage Programs 7 Manual Massage Programs Intelligent AI Health Detection Intelligent Voice Control Zero Gravity Reclining Micro-Space Saving Technology SL Flex Track System Li Motion Auto Extension Footrest 58-Cell Full Body Air Massage with 3-Segment Armrest Airbags Heating Therapy Deep Calf Kneading &amp; Bumpers 4 Foot Rollers &amp; 16 Airbags Negative Ionizer Bluetooth Speaker LED Chromotherapy Lighting Quick Side Control Panel Wireless Charger &amp; USB Port Removable Pillow const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Orion%20Duo.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $9999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 1000 in stock",9999.0,Massage Chair,Osaki
osaki-4d-yogaflex,"Product Name: Osaki Ai 4D Yoga Flex
Description: 4D Flex Mechanism AI Health Detection Air Walking Technology SL-Track Vibrating Seat Massage Body Scan Technology 3 Stage Zero Gravity Recline Space-Saving Technology 34-Cell Full Body Air Massage Lumbar &amp; Calves Heating Therapy Automatic Extendable Footrest 16 Auto Massage Programs 7 Manual Massage Programs Touchscreen Controller LED Lighting Ambience const externalURL = ""https://ota-shawn.github.io/Products/Osaki/YogaFlex.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock",4999.0,Massage Chair,Osaki
osaki-4d-zion,"Product Name: Osaki OP - 4D Zion (Horizon)
Description: Automatic Body Scan System 4D Massage Mechanism Achilles Bumpers SL Track System Space Saving Technology Adjustable Shoulder Airbags Arm Paddles / Rollers Triple Action Heating Therapy 24 Auto Massage Programs 32-Cell Full Body Air Massage Wide Seating &amp; Shoulders Automatic Extendable Footrest Relaxing Calf Rollers Specialized Foot Care Wireless Charging Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/4D%20Zion.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside Delivery - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $10499.0 | Availability: 24 in stock
- [Standard Option] => Total Price: $10774.0 | Availability: 5 in stock
- [Standard Option] => Total Price: $10499.0 | Availability: 96 in stock
- [Standard Option] => Total Price: $10774.0 | Availability: 46 in stock",10499.0,Massage Chair,Osaki
osaki-5d-4d-kairos-duo,"Product Name: Osaki 5D+4D Kairos Duo
Description: 5D + 4D Mechanism Smart Pressure Sensors SL-Track Automatic Extendable Footrest Automatic Body Scan Zero Gravity 20 Auto Programs 5 Manual Modes 56 Cell Full Body Air Massage Calf Kneading Foot Rollers Negative Ionizer Heating Therapy Touchscreen Control Bluetooth Speakers USB &amp; Wireless Charging const externalURL = ""https://RobinChoi00.github.io/Product/Kairos/Kairos.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); // HTML 로드 후 JS 삽입 const script = document.createElement(""script""); script.src = ""https://RobinChoi00.github.io/Product/Kairos/Kairos_script.js""; script.defer = true; document.body.appendChild(script); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $8999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $9274.0 | Availability: 1000 in stock",8999.0,Massage Chair,Osaki
osaki-ai-apex-duo,"Product Name: Osaki Ai Apex Duo
Description: AI Health Detection Dual 5D+4D Massage Mechanism Easy Entry - Sliding Door System Smart Pressure Sensors SL-Track Intelligent Voice Control Live Time Body Scan 3 Stage Zero Gravity Recline Micro-Space Saving Technology 62-Cell Full Body Air Massage Triple Heating Zone 46 Auto Massage Programs 3-Segment Armrest Airbags Deep Calf Kneading Automatic Foot Extension 8"" Touchscreen Controller Aromatherapy Negative Ionizer Chromotherapy LED const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Apex%20Duo.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Taupe / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $12999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $12999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $12999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $13274.0 | Availability: 1000 in stock",12999.0,Massage Chair,Osaki
osaki-ai-flagship-duo,"Product Name: Osaki AI Flagship Duo 4D+3D
Description: Intelligent Health Management AI Technology Touchscreen Control Automatic Body Scan System 4D + 3D Mechanism Relaxing Aromatherapy 16 Auto Massage Programs 5 Manual Massage Programs SL Flex Track System 2-Stage Zero Gravity Space Saving Technology Automatic Extendable Footrest 2 Specialized Foot Rollers Heating Therapy 50-Cell Full Body Air Massage Wireless Charging Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Osaki/Flagship%20Duo.html"" $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap() })
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 5 Year(3 Years Full Service & Additional 2 Years Parts)] => Total Price: $9999.0 | Availability: 28 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 10 in stock
- [Standard Option] => Total Price: $9999.0 | Availability: 23 in stock
- [Standard Option] => Total Price: $10274.0 | Availability: 6 in stock",9999.0,Massage Chair,Osaki
